customer_message,amazon_reply
@AmazonHelp Oui contacté ma banque et porté plainte pour fraude. Je ne sais pas si je vais pouvoir être remboursée. Etait ce une fraude ou une erreur ?,"@120912 Je vous propose de relancer notre service client, pour vérifier cela via https://t.co/hgIrz98cdI
^YL"
@AmazonHelp La réponse a été que je devais voir avec ma banque. Pourtant à l'origine il y a bien eu un problème sur Amazon.fr,"@120912 Avez-vous contacté votre banque? Quand avez-vous rempli le formulaire? 
^ARC"
"@AmazonHelp Bonjour, mon problème n'a toujours pas été réglé après remplissage du formulaire","@120912 Bonjour, désolée pour cela, quelle a été la réponse fourni par notre SAV concernant ce souci je vous prie ? ^KE"
"@AmazonHelp que mon dossier devait être examiné, puis que je serais recontactée sous un délais de 48h. Je n'ai jamais été recontactée",@120912 Merci de remplir ce formulaire afin que je puisse vérifier votre dossier SVP: https://t.co/HtUowfLjin ^BR
@115821 @115850 @AmazonHelp delivery boy was too arrogant when I asked him to deliver my order next day he cancelled my order#annoyed,"@120913 Apologies for the unpleasant experience, have you reported this to our support here: https://t.co/vlvfJr4nN9? ^AH"
@AmazonHelp Gerade nachgeschaut. Kommt erst morgen...dann kann ich ja meine Planung für diese und nächste Woche verwerfen -.- https://t.co/6BT20Pvdg2,"@120916 Das ist ärgerlich. Wäre es für dich praktischer, wenn die Sendung dann an eine Abholstation umgeleitet wird? ^AN"
"@AmazonHelp Bringt nichts, da ich heute Abend Hannover wieder verlasse und die Bestellung für meine Eltern ist, ich es aber für sie einrichten muss...","@120916 Ohm, das ist dann richtig doof 🙁 Ich hoffe, ihr findet eine Lösung. ^AN"
"@AmazonHelp Es ärgert mich halt, da ich mit Prime bestellt habe, mir jetzt extra frei genommen habe und trotzdem mehr Aufwand habe als ich haben sollte.","@120916 Melde dich mal hier https://t.co/va1VRoK7GS und lass meine Kollegen prüfen, was passiert ist. Eventuell gibt es eine Lösung. ^DS"
"@AmazonHelp Es ärgert mich halt, da ich mit Prime bestellt habe, mir jetzt extra frei genommen habe und trotzdem mehr Aufwand habe als ich haben sollte.",@120916 Habt ihr eine Lösung gefunden ? Oder hat es nicht mehr geklappt? :/ ^AV
"@AmazonHelp Am Ende hat alles geklappt, der Stick funktioniert auch größtenteils. Danke!",@120916 Das freut mich! Dann kann das Wochenende ja kommen. ;) Gruß ^TA
"@AmazonHelp heißt das, das  ich umsonst zu Hause geblieben bin und ich hätte zur Arbeit gehen können da es wohl heute nicht mehr kommt? https://t.co/gSCaua0Qrd",@120916 Das lässt sich über Twitter schlecht sagen. Hast du mal in der Sendungsverfolgung des Transportdienstes nachgeschaut? ^AN
@AmazonHelp https://t.co/QCt7kMtESE,"@120918 Hi, have you been in touch with the publishers to check the details? ^TS"
@AmazonHelp How would they know why you are directing people to The Works?,@120918 The latest information we have regarding an item's availability will be reflected on our website. ^BM
"@AmazonHelp Except that isn't the case.
1 Why not?
2 Why are you sending people to The Works?
3 Why is that book in Home &amp; KItchen?
4 What do you suggest I say to Bonnier when I call their switchboard as you suggest, to find out what Amazon is up to?
5 What is the point of having Prime?","@120918 Hi, you will need to speak with the publishers about this,as ^BM said the latest info we have is reflected on the website^AS."
"@AmazonHelp Except that isn't the case.
1 Why not?
2 Why are you sending people to The Works?
3 Why is that book in Home &amp; KItchen?
4 What do you suggest I say to Bonnier when I call their switchboard as you suggest, to find out what Amazon is up to?
5 What is the point of having Prime?",@120918 Please reach out to us here so we can look into this for you Linda  https://t.co/JzP7hlA23B ^KM
@AmazonHelp I have 'reached out' to you here - you have the information you need.  (You're compounding things by saying 'reach out' by the way . . .),@120918 Please request a call back here Linda so we can speak wit you https://t.co/zH8UlhTGcc ^KM
"@AmazonHelp You have all the information you need - just reply here thanks.  People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.","@120918 I have escalated your feedback about ""Please Let Me Go"" for correction. If we can help w/ anything else, let us know! ^KN 2/2"
"@AmazonHelp You have all the information you need - just reply here thanks.  People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.","@120918 I apologise for the frustration, Linda! We don't have account access via Twitter, but we do want to help any way we can! 1/2"
"@AmazonHelp Is there a problem with books in the last couple of days?  Been trying to buy one that is a bestseller but you say only third parties offer it which is odd.  Similarly, the link for a book I ghosted - also a bestseller at the moment - says 3rd party only.","@120918 Hi, no issues have been reported. Can you send us a link for the two title please? We can take a look. ^TS"
"@AmazonHelp On me dit, impossible d'annuler car c'est prêt pour être expédié, mais vous  ne l'expédiez pas...",@120849 S'agit-il d'un article volumineux ? ^SN
"@AmazonHelp hahahaha, you sent me this yesterday. If my problem is, I can't login, how do you expect me to complete this page I have to log in to?",@120919 Is there any option to skip login at the bottom of the login? ^PK
@AmazonHelp Undeliverable. Which makes no sense because my first package was easily delivered at 2pm but this one wasn't at 6pm?,@120923 My apologies Erin. Has any re-delivery attempt information been provided? ^DC
Dear @AmazonHelp I've been paying for prime for awhile and having 2 packages due today &amp; one being undeliverable is VERY annoying. Explain,"@120923 Hi sorry to hear that, were you given a reason for the delay? ^AS"
@AmazonHelp They are saying that amazon took the courier scanned it and returned.. they have no idea on how the box is empty,@120924 and they should be able to help you out. ^SG(2/2)
@AmazonHelp They are saying that amazon took the courier scanned it and returned.. they have no idea on how the box is empty,"@120924 Be assured, returns once scanned are not sent back to the customers. Please escalate this with the carrier (1/2)"
Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. @115850 @AmazonHelp PFA photos https://t.co/DmP0UrEttf,@120924 the issue. Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH
Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. @115850 @AmazonHelp PFA photos https://t.co/DmP0UrEttf,@120924 I get your concern if you have self returned the package kindly connect with the courier as they'll be able to help you with 1/2^SH
"@115850 
@AmazonHelp what's update of this? https://t.co/rZxXAjgtps",@120925 Please confirm if the order is picked up for the return. You may check the return status here: https://t.co/6z4yoQYZ7T (2/2)^SF
"@115850 
@AmazonHelp what's update of this? https://t.co/rZxXAjgtps",@120925 This being a social platform we can not access your Amazon account details. (1/2)^SF
@AmazonHelp  https://t.co/HWXuUYZUsi,@120930 We'd like to take another look into this with you. Please reach out via phone/chat here: https://t.co/hApLpMlfHN ^TK
"@AmazonHelp s/o to Amer at customer service for being helpful and understanding, as well as helping me actually get my money back!",@120930 Thank you for the update. Glad we were able to help!  ^CO
That's @AmazonHelp return experience summed up in 2 images. The pick up person has been rescheduling and cancelling on his own. @115850 https://t.co/fM0w6AUv1t,"@120932 Sorry about that. I’d like to help you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. 1/2 ^SY"
That's @AmazonHelp return experience summed up in 2 images. The pick up person has been rescheduling and cancelling on his own. @115850 https://t.co/fM0w6AUv1t,"@120932 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.2/2^SY"
@AmazonHelp U only email me that we vl solve ur problem but still it's not.. u r only wasting time,@120933 We request you to reply to the correspondence sent by us to your registered email id. We'll get this sorted for you. ^SB
@AmazonHelp Every time new person send me mail &amp; only give me assurance to resolve problem nothing apart from this,@120933 I get your disappointment. Request you to reply to the email sent by our social media team and we will respond on the same. ^GK
@AmazonHelp I think I am talking with ROBOT..only copy paste line I received.. my biggest mistake to purchase from #Amazon  ..,"@120933 I do get your concern Aman, please respond to the email you've received from us and we'll check this for you. ^HN"
